Online Post Id,Related Online Post Id,Source Id,Source Name,Online Post,Sentiment Polarity,Sentiment Polarity Intensity,Emotion (6-level),Emotion (8-level),Sarcasm/Irony,Negation,Off-topic,Maltese
266,,N-2,Times of Malta,"<PERSON_ENTITY> ,let us see you do better when you're a finance minister under De Lia. (that is if both of you are still around by the time the Nats are in power).",Neutral,Neutral,Fear,Fear,1,0,1,0
267,,N-2,Times of Malta,Sensible incentives for employment in Gozo,Positive,Positive,Happiness,Trust,0,0,0,0
268,,N-2,Times of Malta,image,,,,,,,,
269,268,N-2,Times of Malta,"Possibbli ghadek ma ndunajtx li skond ftehim bejn il unions u min ihaddem li sar fi zmien PN hemm formula kif tinhadem il-kola.
S'issa ghadhom ma bidluhiex.
AKTAR MA TKUN BAXXA IL-KOLA SINJAL LI ANQAS TKUN GHOLIET IL-HAJJA IS-SENA TA' QABEL.",Neutral,Neutral,Disgust,Disgust,0,0,0,1
270,,N-2,Times of Malta,"Ghalaq billi qal li l-gvern s-sena d-diehla se jiddiskuti l-kannabis ghal skopijiet medici.

Skuzi l-kannabis giet imweda u l-poplu ivvota ghal skopijiet ta' pjacir jew issa l-aqwa li seraq il-voti taz-zaghzagh? Qerq kullimkien.",Negative,Very Negative,Disgust,Disgust,0,0,0,1
271,,N-2,Times of Malta,The Government that took measures to alleviate Pensioners,Positive,Positive,Happiness,Trust,0,0,0,0
272,,N-2,Times of Malta,"Well done for the free school transport. Pass ghaqli sew u nistenna li jaghmel differenza kbira, jekk biss, tkun compulsory. Fis-sens li tkun ma jkunx accettat li genituri jaghzlu li jibqghu jihdu t-tfal taghhom bil-karozza taghhom, sakemm ma jkunx hemm raguni valida. Tipo xi genitur huwa haddiem fl-istess skola jew ix-xoghol ikun fl-akkwati ta l-iskola.
Huwa wkoll importanti li t-tfal jkollhom fejn jiskennu mix-xita / xemx huma w jistennew it-trasport.

Nispera li jinkludi studenti ta l-universita wkoll.",Positive,Positive,Happiness,Trust,0,0,0,1
273,,N-2,Times of Malta,"What Profs Scicluna's budgets lack are specific amounts and how these will be spent. How much did the country earn from the passport scheme? How will these be allocated? Health, education, infrastructure...?",Negative,Negative,Surprise,Anticipation,0,0,0,0
274,,N-2,Times of Malta,Water and electricity only seem to be mentioned when there are problems! I think the responsible entities need to be recognised for doing a good job despite increasing demand,Negative,Negative,Surprise,Trust,0,0,0,0
275,,N-2,Times of Malta,L'AQWA ZMIEN........GHADU GEJ :p :p,Positive,Positive,Happiness,Trust,1,0,1,1
276,,N-2,Times of Malta,image,,,,,,,,
277,276,N-2,Times of Malta,"PN Government left overs:
€26.000,000s PN Party Assetts stolen by PN Pampaluni ?
A €6000,000,000s in the Red Malta Coffer ?
A €75,000,000s bankrupted Power Station When Malta was forking out for the most expensive Electrical Tariffs among All EU Members ?",Negative,Negative,Disgust,Disgust,0,0,0,0
278,277,N-2,Times of Malta,"Test your math (not holding my breath)

2013 - International Price Of Oil $113....Price of diesel €1.38
2017 - International Price Of Oil $53......Price of diesel € ?

Don't try this on price of Electricity because you'll get the shock of your life.

In the meantime Hallas",Negative,Very Negative,Disgust,Disgust,0,0,0,0
279,276,N-2,Times of Malta,Insejt li b'tal-linja jaqbillek!,Neutral,Neutral,Happiness,Trust,0,0,0,1
280,279,N-2,Times of Malta,Hallas Bahnan,Negative,Very Negative,Disgust,Disgust,0,0,0,1
281,280,N-2,Times of Malta,"Tbaqbaq sabih. Rajtu s-survey tal-bierah, Ahseb u ara jekk kellu jsir survey iehor wara dan il-budget.Kif ma jistax jiehu ruh il-PN. Dalwaqt jisparixxil-PN.",Negative,Negative,Happiness,Trust,0,0,1,1
282,276,N-2,Times of Malta,Ixtri scooter :P,Neutral,Neutral,Happiness,Anticipation,1,0,1,1
283,,N-2,Times of Malta,"Ghadu kemm qal li min jibdel l-abitazzjoni tieghu se jibbenefika mill-bol. Pero jekk ikollok propjeta' ohra ma tinghatax.

Allura tajjeb jien ghandi dar mikrija b'kera b'ligi li tikser id-drittijiet tal-bniedem kif iddikjarata f'sentenza europeja b'kera ta' 203 euro fis-sena u nitlef ukoll dan l-ifrankar.

Veru budget fazul u bhal hsieb.",Negative,Very Negative,Disgust,Disgust,0,0,0,1
284,,N-2,Times of Malta,A bright future indeed! An extension of the first time buyers scheme.,Positive,Positive,Happiness,Trust,0,0,0,0
285,284,N-2,Times of Malta,I am a first time buyer but I was denied the right to this scheme through a minor technical issue,Neutral,Neutral,Sadness,Sadness,0,0,0,0
286,,N-2,Times of Malta,This is the first time that no taxes have been increased in a budget. This is such a great news!,Positive,Very Positive,Happiness,Joy,0,0,0,0
287,286,N-2,Times of Malta,"This the first time that no taxes have been increased in a budget AFTER a general election. An I stress the ""AFTER"" cause nobody can forget or deny what that always meant!",Positive,Very Positive,Happiness,Trust,0,0,0,0
288,287,N-2,Times of Malta,Don't forget that this budget was prepared as the budget before election year.,Positive,Positive,Happiness,Trust,0,0,0,0
289,,N-2,Times of Malta,"Why do the Maltese still base everything on the UK? When will they have ANY of their own ideas and progress at the very least using ideas from countries that are leagues ahead of the UK in government, education and quality of life?",Negative,Negative,Sadness,Surprise,0,0,1,0
290,289,N-2,Times of Malta,"Well what a surprise, fancy you saying something like that about the country that occupies all of your waking moments",Neutral,Neutral,Surprise,Surprise,1,0,1,0
291,289,N-2,Times of Malta,really well why all them people sleeping in caffees and shop doors.all over London.,Neutral,Neutral,Disgust,Disgust,0,0,1,0
292,,N-2,Times of Malta,A lame title with the dig on property speculation,Negative,Negative,Disgust,Disgust,0,0,1,0
293,,N-3,Times of Malta,"Qatalna nifisna bdak li ser itina . Kontra qabel ! fejn konna nistennew xse' JOHDILNA , ghax kien itina cekcika f'but minnhom u jehodulek mill-but l-iehor l-ghada , jekk mhux inhar stess .",Positive,Positive,Happiness,Joy,0,0,0,1
294,293,N-3,Times of Malta,"Mela 1.74 zieda mhux cekcik? Halluna!

Nispera li din ma tinsteraqx bil-flixken tal-plastik.

Flixken jinzammu mill-hwienet.",Negative,Negative,Disgust,Disgust,0,0,0,1
295,293,N-3,Times of Malta,<PERSON_ENTITY> if the PN presented the same budget you would just have said the opposite of what you said.,Negative,Negative,Disgust,Disgust,0,0,1,0
296,293,N-3,Times of Malta,Ghidilna x'tak lilek.,Negative,Negative,Disgust,Disgust,0,0,1,1
297,,N-3,Times of Malta,L aqwa zmien.,Neutral,Neutral,Happiness,Joy,0,0,0,1
298,,N-3,Times of Malta,This for Dr Delia No new taxes only benefits for the people,Neutral,Neutral,Surprise,Surprise,0,0,0,0
299,,N-4,Times of Malta,"This is a phantom budget. All I got was a miserly €1.75 weekly raise plus, possibly, an additional one day vacation leave. Meanwhile, insiders like Deborah Schembri earn €84,000 off my taxes thanks to her connections.",Negative,Very Negative,Disgust,Disgust,0,0,0,0
300,299,N-4,Times of Malta,no it is thanks to her previous work in the same department making her the most suited for the task.,Neutral,Neutral,Surprise,Trust,0,0,1,0
301,299,N-4,Times of Malta,"In all probability you got more than €84,000 prior to 2013...but we'll leave it at that for now.",Neutral,Neutral,Anger,Anger,0,0,1,0
302,301,N-4,Times of Malta,Idiots fail to realise that during the last PN administration THERE WAS A HUGE FINANACIAL AND ECONNOMY CRISIS and it is ONLY thanks to the hard but necessary decisions taken by that administration that we are now boasting about the fake generosity of the corrupt rotten government now joined by the leader of the opposition.,Negative,Very Negative,Disgust,Disgust,0,0,1,0
303,302,N-4,Times of Malta,The idiot in me tell me to retort with a wholehearted BULLOCKS! Are you trying to emulate Blair's 1984 by any chance? We'll soon be hearing that the budget surplus is because of the mature decisions taken five /six years back.,Negative,Very Negative,Anger,Anger,0,0,0,0
304,303,N-4,Times of Malta,"Indeed, if your memory serves you right, the great Dr Gonzi HAD PREDICTED that by 2016 the budget would start recording a surplus. Those were the days when honesty prevailed over popluism. Now Malta is in the mud because even the opposition leader is tainted.",Negative,Very Negative,Disgust,Disgust,0,0,0,0
305,304,N-4,Times of Malta,There you have it. It's thanks to the Nats that we are registering a surplus. Now where can I go and weep…,Neutral,Neutral,Sadness,Sadness,1,0,0,0
306,305,N-4,Times of Malta,"Behind your blindfolded fanaticism. I did not say that it is because of the nats that we have a surplus. The nats paved the way and the great Dr Gonzi had predicted the surplus. So, the merit is shared if anything BUT it is not exclusively due to the rotten administration we have been lumped with, now in league with the opposition.",Negative,Negative,Disgust,Disgust,0,0,1,0
307,299,N-4,Times of Malta,"Yeah that’s the reality my friend, and Deborah is only a fraction of all the corruption happening openly in the past five years. I don’t blame the corrupt people; I blame the Merħla that follows them.",Negative,Very Negative,Disgust,Disgust,0,0,1,0
308,,N-4,Times of Malta,"""Being criticised for not reducing a price, rather than for raising one, shows just how strong this Budget is,"" he added.

So in other words they will continue to make rip us off with high fuel prices and expect us to thank them for doing so.",Negative,Very Negative,Disgust,Disgust,0,0,0,0
309,308,N-4,Times of Malta,"It would be a disaster if fuel prices go lower. It is an indirect congestion or circulation tax. I am not happy for paying a price for fuel, but am not happy that I am being slowly killed by all the traffic pollution and by the traffic jams on a daily basis. In transport harsher measures should be introduced, not just incentives.",Neutral,Neutral,Sadness,Sadness,0,0,0,0
310,309,N-4,Times of Malta,with your reasoning the Government should double the price of fuel.,Negative,Negative,Anger,Anger,0,0,0,0
311,,N-4,Times of Malta,M'ghandux ikun hemm il-budget biex jithabbru taxxi godda u gholi ta' prezzijiet. Konna ghamilna Xenajru shih meta l-petrol rahhasnieh 1c imma ma sar xejn meta ghola 4c f'daqqa mbaghad. Dan l-ahhar ghola l-gas imma ma qaghdux jistennew il-budget biex jgholluh.,Negative,Negative,Anger,Anger,0,0,0,1
312,311,N-4,Times of Malta,"Trid tkun bahnan biex ma tkunx taf id-differenza bejn taxxa u zieda fil-prezz ta' l-oggett.
Il-PN ghalhekk qatt mhu ser ifieq, b'trolli bhalkom aktar tbghedu nies serji mill-partit.",Negative,Negative,Disgust,Disgust,1,0,1,1
313,,N-4,Times of Malta,More Corruption is coming viva il labor Viva Il-labor. M'hemm ta'ghazel minnhom,Negative,Very Negative,Disgust,Disgust,1,0,0,1
314,313,N-4,Times of Malta,Kumment vojt u bla sens. Ghax veru m'ghandekx xi tmaqdar.,Negative,Negative,Disgust,Disgust,0,0,0,1
315,314,N-4,Times of Malta,Għax il-Maltin saru jinxtraw bil-flus u addio valuri.,Negative,Negative,Disgust,Disgust,0,0,1,1
316,,N-4,Times of Malta,"I would say we get 1.75(75cent of a Maltese lira) a week extra that is by far not enough to cover all increases in prices. II wonder how much they give themselves, we will never know. ANY government takes enough from its people, so please words like we did only give and not take are not in the correct context used.",Neutral,Neutral,Sadness,Anticipation,0,0,0,0
317,,N-4,Times of Malta," Budget 2018 as fruit of government's hard work '
A give-away budget . Even service pensioners who were employed with the British Services would be enjoying an increase in their NI pension . However , where non-taxable people would also be getting a remuneration (do not tell me how this was arrived at by dwardu ) it is pertinent to note that following the Daylight robbery by mintoff in 1979, Treasury pensioners were left by the wayside by joey with subsequent and administrations never cared for to arrange this anomaly .",Negative,Negative,Anger,Anger,0,0,0,0
318,,N-4,Times of Malta,And I am sure that there will be some small brain washed mind who would still complain.,Negative,Negative,Anger,Anger,0,0,0,0
319,318,N-4,Times of Malta,"As a matter of fact I am so happy with a two euro increase per week in my pension that I rushed to the shop and ordered a luxury yacht, booked a holiday in a luxury hotel in Dubai and have in mind to invest the rest in some shady jurisdiction to avoid paying tax!!!!!",Negative,Negative,Anger,Anger,1,0,0,0
320,319,N-4,Times of Malta,Min jaf kemm il jott xtrajt meta f'25 sena ma hadt l-ebda zieda fil-penzjoni imma hadt zieda fit-taxxi.,Neutral,Neutral,Sadness,Sadness,1,0,0,1
321,320,N-4,Times of Malta,"Ma nafx kemm għandek eta', ħabib, pero' aħjar taqra ftit storja qabel ma ċċaflas l-ideat tal-moħħ magħluq u ndottrinat li għandek. Bħall-istupidi soċjalisti kollha taħseb li x-xemx qatt ma telgħet qabel dal-qabda korrotti li hemm Kastilja telgħu fil-gvern. Hekk kienu jaħsbu meta kien prim ministru Mintoff imma wara li spiċċa dak il-ħmieġ, dħalna fl-Ewropa (u l-gvern tiegħek li ġġieled tant biex iħallina barra dejjem jiftaħar kemm ġab flus minn hemm!!!!!!!!), inbniet ekonomija b'saħħitha biex għandna l-Ewro, inbnew l-impjanti tar-reverse osmosis (li kieku ma kienux huma għadek tokrob bl-għatx u bin-nuqqas ta' ilma bħal fi żmiem Mintoff), inbena ajruport ġdid, fix-xena internazzjonali konna ngawdu isem tajjeb mhux marbut ma' xi kontijiet il-Panama, il-ħallelin spelulaturi tal-art ma kienux jiddettaw l-aġenda tal-gvern għax il-PN ta' dak iż-żmien (mhux t'issa, issa l-PN spiċċa wkoll) qatt ma biegħ ruħu għall-voti u qatt ma kien populista beċeru bħall-gvern li għandna issa. Meta kien hemm il-korrotti qatt ma kien il-prim ministru nnifsu!!!!!!!!! li deffenda lill-korrotti (min jaf għaliex???). Jekk trid nista' nkompli imma ma' min hu moħħu magħluq m'hemmx raġuni!",Negative,Very Negative,Disgust,Disgust,0,0,0,1
322,,N-4,Times of Malta,"If I give 1 euro or give 1000 euro, I still gave.",Positive,Positive,Happiness,Joy,0,0,0,0
323,,N-4,Times of Malta,U l-Merhla Qamet Tfahhar.... viva il-€1.75!,Neutral,Neutral,Surprise,Surprise,1,0,0,1
324,323,N-4,Times of Malta,"don't forget the agreement between the social partners not €1.75 but is €2.75 .
please note that kola mechanism in the same under gonzi and EFA so you are saying that was wrong !!",Neutral,Neutral,Surprise,Trust,0,1,0,0
325,324,N-4,Times of Malta,*bleating intensifies*,Negative,Negative,Anger,Anger,1,0,1,0
326,325,N-4,Times of Malta,Xi cuc irrid jitfacca b'kritika ta' din ix-xorta.,Negative,Negative,Anger,Anger,0,0,0,1
327,,N-4,Times of Malta,When someone ask about DPM Podium it's seem that yesterday Budget was very good,Positive,Positive,Happiness,Joy,0,0,0,0
328,,N-4,Times of Malta,"Thank you, Dr. Muscat and Profs Scicluna for giving us back some of our money and not taking more from us.
By the way, regarding the additional days off...the only ones giviing in that case are the employers, and employees who have to make up for it. No one else. Have a lovely trip to Dubai.",Positive,Very Positive,Happiness,Trust,0,1,0,0
329,,N-4,Times of Malta,"Delia ma'sab xejn fil-Budget tajjeb . Irid jistudja biex jghamel ahjar . Kif ma' jafx . Li hu HAZIN jaf, IMMA jekk tistaqsih fejn MA' JAFX .",Negative,Negative,Disgust,Disgust,1,0,0,1
330,,N-4,Times of Malta,"Dawn huma Budgets li dejjem saru skont x'jiflah il-Pajjiz. Gvern li mhux johrog saqqajh barra l-frix, bhalma kien isir u spiccajna li l-Budgets jghamluhomna ta' L-EU ghax lil PN kienu dahhluhom fl-' Excessive Deficit Procedures ' ghax kien jonfoq izjed milli kellu .",Positive,Positive,Happiness,Trust,0,0,0,1
331,152,N-1,Times of Malta,"He is genius, calm and not proud of himself . He keeps his feet on the ground and does not sees",Positive,Positive,Happiness,Trust,0,1,0,0
332,,N-5,MaltaToday,Well done Prime Minister and Minister Scicluna.,Positive,Very Positive,Happiness,Joy,0,0,0,0
333,,N-5,MaltaToday,And here am I still waiting to crash full speed ahead into a brick wall.,Negative,Very Negative,Anger,Anger,1,0,0,0
334,333,N-5,MaltaToday,Out EGgRANT and in the Taliban,Negative,Negative,Sadness,Sadness,1,0,1,0
335,,N-5,MaltaToday,A dream come true...a budget without new taxes,Positive,Positive,Happiness,Trust,0,0,0,0
336,,N-5,MaltaToday,"That's a first, no tax increases at all, not even on alcohol and tobacco? They are giving and not taking from anywhere, impressive. ""Last year’s surplus was of over €100 million – a first in 35 years. ""  Very good,other countries would be very proud of such results.",Positive,Very Positive,Happiness,Trust,0,1,0,0
337,,N-6,MaltaToday,An weekly increase in pensions and a tax exemption as well!,Positive,Positive,Happiness,Trust,0,0,0,0
338,,N-6,MaltaToday,"Adrian, hi, qed tara fejn hu s-surplus !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",Neutral,Neutral,Surprise,Surprise,1,0,0,1
339,,N-6,MaltaToday,A very good budget a good rise in all pensions and tax exemptions.WELL DONE MINISTER PROFS SCICLUNA.,Positive,Very Positive,Happiness,Joy,0,0,0,0
340,,N-6,MaltaToday,(deleted),,,,,,,,
341,340,N-6,MaltaToday,Wasal iz-zmien illi jiqassam il- 🍋 b'xejn,Neutral,Neutral,Surprise,Anticipation,1,0,0,1
342,,N-6,MaltaToday,"“After a series of inter-ministerial meetings and talks with civil society, the ministry for equality will be establishing the first strategy and action plan for the integration of migrants living in Malta."" OPEN BORDERS! OPEN BORDERS! MALTA FOR EVERYONE!",Positive,Very Positive,Surprise,Anticipation,0,0,0,0
343,,N-6,MaltaToday,Water and electricity only seem to be mentioned when there are problems! I think the responsible entities need to be recognised for doing a good job despite increasing demand,Positive,Positive,Surprise,Surprise,0,0,0,0
344,343,N-6,MaltaToday,"Jien ilma tal-vit ma nixrobx ghax mhux tajjeb. L-ilma mhux ghal-loki u ghall-hasil biss qieghed. U jekk ma ndunajtx, forsi int ma ssuqx, il-maggoranza tat-toroq Maltin imzabba minhabba x-xoghol hazin li jsir meta 'jiswew' is-servizzi tal-ilma. Qabel ma jitqieghdu s-servizzi sewwa ma tistax tirranga t-toroq! Possibbli qatt ma ndunajt li triq b'wicc gdid wara ftit xhur tibda tara l-ewwel sinjali ta' purkerija ta' xoghol tal-WSC jew il-kuntratturi taghha? Il-prosit intih lil min jaf jaghmlu x-xoghol; wara kollox l-ilma mhux b'xejn u meta nhallas, nhallas ghall-ilma tajjeb u mhux ghal dak li ghandu toghma ta' medicina u chlorine u li lanqas ghat-tisqija mhu tajjeb ahseb u ara ghan-nies f'pajjiz suppost zviluppat!",Negative,Very Negative,Disgust,Disgust,0,0,0,1
345,,N-6,MaltaToday,"""The Microinvest grant offered by Malta Enterprise will increase from €30,000 to €50,000 for businesses based in Malta. It will go up to €70,000 for businesses based in Gozo, as well as those having a female majority shareholding. The scheme will be open to enterprises having up to 50 full-time employees."" Oh look, more sexist, unconstitutional behaviour from Labour. Receiving 20,000 less Euros just because of the way I was born!",Negative,Very Negative,Disgust,Disgust,1,0,0,0
346,345,N-6,MaltaToday,Ha ha ha Xi dwejjaq ghandek!!,Negative,Negative,Sadness,Sadness,1,0,1,1
347,,N-6,MaltaToday,Vera imdejjaq. Nixtieq fil-futur niftah business imma minhabba s-sess tieghi nircievi inqas ghajnuna. Imma milli jidher il-Labour OK bid-diskriminazzjoni jekk hi kontra l-irgiel.,Negative,Very Negative,Disgust,Disgust,1,0,0,1
348,345,N-6,MaltaToday,Qares l-gheneb,Neutral,Neutral,Anger,Anger,1,0,1,1
349,348,N-6,MaltaToday,"""Hahahaha, ara dan mahruq ghax hu diskriminat kontra habba s-sess tieghu!"" Labour partisans..",Negative,Negative,Disgust,Disgust,1,0,1,1
350,349,N-6,MaltaToday,Qares l-gheneb...mela tibza' mill-kompetizzjoni femminili,Negative,Negative,Disgust,Disgust,1,0,1,1
351,350,N-6,MaltaToday,"Ghala il-""kompetizzjoni femminili"" ghandha headstart ta 20,000 Euros fuqi?",Negative,Negative,Anger,Anger,0,0,0,1
352,351,N-6,MaltaToday,B'daqshekk? Take the challenge.,Neutral,Neutral,Surprise,Anticipation,0,0,0,1
353,352,N-6,MaltaToday,"Allahares kien bil-kontra. 20,000 Euros hajja jew mewt ghal business qed jibda. Ammetti li ma jista jaghmel xejn il-Labour li tghid kontra, lanqas jekk Muscat joqtollok il-qattus.",Negative,Negative,Anger,Anger,0,0,0,1
354,353,N-6,MaltaToday,Jekk joqtolli l-qattus ihallas bil-forka,Negative,Negative,Anger,Anger,1,0,1,1
355,,N-6,MaltaToday,Rumors says it's Tony Clocks behind this budget,Neutral,Neutral,Happiness,Joy,1,0,0,0
356,,N-6,MaltaToday,Poplu batut gvern paxxut,Negative,Very Negative,Disgust,Disgust,0,0,0,1
357,356,N-6,MaltaToday,"PN batut, Poplu paxxut. Paxxut bi Gvern li taghna dak li l- Partit li tant ghandek ghal qalbek jew ma taghniex jew sahansitra hadilna.",Positive,Positive,Happiness,Joy,0,0,0,1
358,356,N-6,MaltaToday,Poplu paxxut lemonimmalemon mahruq. Irriduh u rriduh lil DeLiar irriduh,Positive,Positive,Happiness,Joy,1,0,1,1
359,358,N-6,MaltaToday,u tal Panama jixxalaw,Negative,Negative,Disgust,Disgust,1,0,1,1
360,359,N-6,MaltaToday,U verament tal-PaNama ghandhom xalata b' DeLiar. Xalata ta' dwejjaq. Diga' zelaq fin-niexef. Issa l-aqwa li gibna lura l-guru tad-deficits. Irriduh u rriduh lil DeLiar irriduh!,Positive,Positive,Happiness,Joy,0,0,1,1
361,360,N-6,MaltaToday,loqom ghal poplu,Negative,Negative,Disgust,Disgust,0,0,1,1
362,361,N-6,MaltaToday,Mhux ahjar mill-budget tal-guru tad-deficit,Positive,Positive,Surprise,Trust,0,0,0,1
363,362,N-6,MaltaToday,Aghmilna Europei flok arab,Negative,Negative,Anger,Anger,0,0,1,1
364,363,N-6,MaltaToday,Qieghed sew! Tony Clocks ghamlek Ewropew.,Positive,Positive,Anger,Anger,0,0,1,1
365,364,N-6,MaltaToday,mhux siehbek zgur,Negative,Negative,Anger,Anger,1,0,1,1
366,365,N-6,MaltaToday,Jew siehbek il-Bovril,Negative,Negative,Anger,Anger,1,0,1,1
367,366,N-6,MaltaToday,jew egrant,Negative,Negative,Disgust,Disgust,1,0,1,1
368,367,N-6,MaltaToday,EGgRANT is out and in with the Taliban,Negative,Negative,Anger,Anger,1,0,1,0
369,368,N-6,MaltaToday,shabek libjani,Negative,Negative,Anger,Anger,1,0,1,1
370,369,N-6,MaltaToday,Dawk tal-PeNe. Sleep overs kienu jaghmlu. Kemm laqugh lil Ghaddafi meta kienu fil-gvern. U inti tibla' l-gidba tal-habbaziz,Negative,Negative,Disgust,Disgust,0,0,1,1
371,370,N-6,MaltaToday,le ghall Malta nord koreana,Negative,Negative,Anger,Anger,0,0,1,1
372,371,N-6,MaltaToday,"Il-problema tal-PeNe u dan stat ta' fatt li ma jafux fejn hi N. Korea, u peress li l-edukazzjoni tieghek hija limitata 101Net zgur li ma tafx. Wara kollox Malta kienet N Korea mill-1999 sa 03/2013. Insomma 🍋 imma 🍋 wasalt ghal naqra mishun bil-lumi wara z-zliq fin-niexef tal-kapo bla grazzja DeLiar. Wara li xbajt tikteb kontrih min jaf kemm ser tghajjat...irridu u rriduh lil DeLiar irriduh...Kapo bil-fors ghax il-vot ma nitfghux.",Negative,Negative,Disgust,Disgust,1,0,1,1
373,372,N-6,MaltaToday,viva Malta Europea,Positive,Positive,Happiness,Trust,0,0,1,1
374,373,N-6,MaltaToday,Bhal li kieku Malta mhux ghomorha fl-Ewropa. Qed titfixkel il-kontinent Ewropew ma' l-UE. Ftakar li t-Turkija u r-Russja huma wkoll Ewropej.,Neutral,Neutral,Surprise,Anticipation,1,0,1,1
375,374,N-6,MaltaToday,le turkija islamika fl-Unioni Europea. Viva Russia Europea. Viva Vladimir Putin,Neutral,Neutral,Surprise,Surprise,1,0,1,1
376,375,N-6,MaltaToday,Mela qlibt xellugi estrem. Il-madonna ta' Tony clocks qed tibki.,Negative,Negative,Surprise,Surprise,1,0,1,1
377,376,N-6,MaltaToday,lanqas xejn,Neutral,Neutral,Surprise,Surprise,0,0,1,1
378,377,N-6,MaltaToday,Serrahtli mohhi,Neutral,Neutral,Surprise,Surprise,1,0,1,1
379,378,N-6,MaltaToday,qed tara,Neutral,Neutral,Surprise,Surprise,1,0,1,1
380,,N-7,MaltaToday,Fiducja shiha fil-Profs Edward Scicluna,Positive,Very Positive,Happiness,Trust,0,0,0,1
381,,N-7,MaltaToday,"The best measures that will really impact long term health and wellbeing are ""Free one-year bus pass for all those aged between 16 and 20"" and ""Free school transport for all school children to be introduced from next scholastic year"". StilI, I wish the government would go further and introduce totally free public transport for all people under 30 years of age BUT forbid every body from driving private cars till at least age 25.
Moreover, cigarettes, vodka and high alcohol content drinks should be HEAVILY taxed and the tax money thus collected put towards constructing spacious, secure, clean, monitored and functional bus stop shelters and sheltered pedestrian pathways.",Positive,Positive,Surprise,Anticipation,0,0,0,0
382,,N-7,MaltaToday,SO FAR SO GREAT!!!,Positive,Very Positive,Happiness,Joy,0,0,0,0
383,,N-7,MaltaToday,It seems without any doubt that a party that handles its purse well is a better party to govern our lands. This is evidence from the results and a huge benefit to our treasury. This fact must always be kept in mind in your next election. The PL leadership and its party pay their bills on time and manage our treasury with the best results for all of Malta. More than three times our treasury rating has been improved by outside auditing agencies meaning that the ship of Malta is in good hands. Contrast that with a bankrupt PN party and a leader who is behind in his payments to the inland revenue..,Positive,Very Positive,Happiness,Trust,0,0,0,0
384,,N-7,MaltaToday,"It seems that what we are getting from the budget is an increase mineral, apart of course from the paltry cost of living.",Negative,Negative,Disgust,Disgust,0,0,0,0
385,384,N-7,MaltaToday,Oh shut UP and wait until the Budget is actually made public! Can't you even wait for THAT! Mur dur bil-barmil forsi thalsu d-dejn tal-Partit.,Negative,Negative,Anger,Anger,1,0,0,1
386,384,N-7,MaltaToday,Forsi tkun tista' tixtri ftit lumi ohra ghat-taghsir.,Negative,Negative,Anger,Anger,1,0,1,1
387,384,N-7,MaltaToday,"I suppose if one is so narrow minded as this CC, then one cannot comment better and more smelly shit than him.",Negative,Negative,Disgust,Disgust,0,0,1,0
388,,N-7,MaltaToday,Prof Scicluna's previous budgets have been very sensible but now the time is ripe for us to see some nice goodies such as a drastic reduction on the price of petrol & diesel and vehicle registration tax bringing it in line with most European countries.,Neutral,Neutral,Surprise,Anticipation,0,0,0,0
389,388,N-7,MaltaToday,Should leave the taxes on cars and fuel as they are and focus any benefits on electric cars.,Neutral,Neutral,Surprise,Anticipation,0,0,0,0
390,389,N-7,MaltaToday,"I am not entirely convinced on electric cars so far. I have driven one and its a decent drive, quite powerful and quiet but they need re-charging after only a few kilometres (i think 100) when petrol or diesel cars can do 500-700 kms. Also they are very expensive and the batteries packs which use thousands of standard 18650 cells (like in laptops) start losing their capacity after 4 or 5 years and a replacement costs anything from 900 euros upwards. Also acquiring materials used in battery production is not exactly environmentally friendly as is the disposal of the batteries once they are no longer in service.",Neutral,Neutral,Surprise,Fear,0,0,0,0
391,,N-7,MaltaToday,Prosit komplu bix xoghol tajjeb.,Positive,Very Positive,Happiness,Joy,0,0,0,1
392,,N-7,MaltaToday,"What a farce!!! Scicluna is going to state a surplus, precisely what Mintoff did, when he strangled the population with his no spending!!! Tighten your belts was the slogan of the day. We could not even buy chocolate, if it wasn't black market!!! Now we have the same thing, this time round in exactly the same fashion!!! NO spend just save and we don't get new schools, no social housing, no better health facilities, no fuel reductions, poverty rising and the list goes on!!! And the majority idiots will say, ""see how good our joseph is, we have a surplus""!!! God what dummies!!!",Negative,Very Negative,Anger,Anger,0,1,0,0
393,392,N-7,MaltaToday,"Well if you spend spend spend you end up without money and in a lot of debt, that actually reminds me of a certain Maltese political party.",Neutral,Neutral,Anger,Anger,0,0,1,0
394,393,N-7,MaltaToday,"It's very apparent you have no idea how governments work!!! America alone is about 12 trillion in debt and to the Chinese if you please!!! Debt is nothing as long as the economy is moving in the right direction!!! Debt is nothing as long as the economy is moving in the right direction!!! In case you don't know, our stupid government is borrowing so much, that the national debt is going threw to roof, but this they don't tell you!!!",Negative,Negative,Disgust,Disgust,0,0,0,0
395,394,N-7,MaltaToday,"Government debt can reduce private sector investment, economic growth, and employment. As well as contribute to higher rates of taxation. Yes I know how governments work, I also know when someone's head is in the sand.",Positive,Positive,Anger,Anger,1,0,0,0
396,395,N-7,MaltaToday,"So why has this stupid government not invested??? No investment in schools, industry, housing!!! What's your argument!!!",Negative,Very Negative,Anger,Anger,0,1,0,0
